English	Japanese	Source	SourceKind	DsdType
It was quite a trip. Where are we?	ずいぶんと大変な旅だった。ここはどこだ？	skyrim_taiyaku_250627	reference	Reference FULL
It was recorded on Alduin's Wall.	アルドゥインの壁に記録されていた	skyrim_taiyaku_250627	reference	Reference FULL
It was remarkable... As if I were really there.	信じられない… 実際、その場にいたような感覚だ	skyrim_taiyaku_250627	reference	Reference FULL
It was the one that attacked Helgen, when Ulfric escaped from the Imperials.	ウルフリックが帝国から逃げる時に、ヘルゲンを襲った奴だ	skyrim_taiyaku_250627	reference	Reference FULL
It wasn't me. I've been framed!	違う。罠にはめられたんだ！	skyrim_taiyaku_250627	reference	Reference FULL
It wasn't really a victory, since Alduin escaped.	アルドゥインが逃げてしまった以上、本当に勝ったとは言えない	skyrim_taiyaku_250627	reference	Reference FULL
It will be an honor.	光栄です	skyrim_taiyaku_250627	reference	Reference FULL
It will be done, Lord Dagon.	そうしよう、デイゴン	skyrim_taiyaku_250627	reference	Reference FULL
It will be done.	任せろ	skyrim_taiyaku_250627	reference	Reference FULL
It will be fine.	うまく行くさ	skyrim_taiyaku_250627	reference	Reference FULL
It will be my honor.	光栄です	skyrim_taiyaku_250627	reference	Reference FULL
It would be an honor.	光栄なことだ	skyrim_taiyaku_250627	reference	Reference FULL
It would be my pleasure.	こちらも嬉しい	skyrim_taiyaku_250627	reference	Reference FULL
It's Ancano. He's done something with the Eye!	アンカノだ。彼が目に何かしたんだ！	skyrim_taiyaku_250627	reference	Reference FULL
It's Delphine you should be angry with, not me.	怒りを向けるべき相手はデルフィンなのでは？	skyrim_taiyaku_250627	reference	Reference FULL
It's a deal. You can have Orthorn.	よし。オーソーンはあなたのものだ	skyrim_taiyaku_250627	reference	Reference FULL
It's a letter from Isabelle. You should read it.	イサベルからの手紙だ。読んでみろ	skyrim_taiyaku_250627	reference	Reference FULL
It's a pleasure to meet you.	お目にかかれて光栄だ	skyrim_taiyaku_250627	reference	Reference FULL
It's a possibility we can't ignore.	その可能性は無視できない	skyrim_taiyaku_250627	reference	Reference FULL
It's about time you asked.	ちょうどいい時に頼んでくれたな	skyrim_taiyaku_250627	reference	Reference FULL
It's all in good fun, Tullius.	面白くなるさ、テュリウス	skyrim_taiyaku_250627	reference	Reference FULL
It's all right. But have you found anything?	大丈夫だ。それより、何か見つけたか？	skyrim_taiyaku_250627	reference	Reference FULL
It's all right. Just tell me what I need to know. (Persuade)	大丈夫だ。知っていることを話してくれればいい(説得)	skyrim_taiyaku_250627	reference	Reference FULL
It's all you've got...	これで全部…	skyrim_taiyaku_250627	reference	Reference FULL
It's already clear.	もう敵はいない	skyrim_taiyaku_250627	reference	Reference FULL
It's an altar.	祭壇が見える	skyrim_taiyaku_250627	reference	Reference FULL
It's been a pleasure.	お役に立てて光栄だ	skyrim_taiyaku_250627	reference	Reference FULL
It's been dealt with.	問題は片づけた	skyrim_taiyaku_250627	reference	Reference FULL
It's been returned to the Sepulcher.	ピックは墓所に戻された	skyrim_taiyaku_250627	reference	Reference FULL
It's connected to the orb we found.	見つけたオーブと関係がある	skyrim_taiyaku_250627	reference	Reference FULL
It's dangerous out there. You should stay.	危険だ。ここに残った方がいい	skyrim_taiyaku_250627	reference	Reference FULL
It's done. Paarthurnax is dead.	終わった。パーサーナックスは死んだ	skyrim_taiyaku_250627	reference	Reference FULL
It's fine, I'm allowed to be here. (Persuade)	いや、許可は得ている(説得)	skyrim_taiyaku_250627	reference	Reference FULL
It's from Calcelmo. Please.	カルセルモからだ。どうぞ	skyrim_taiyaku_250627	reference	Reference FULL
It's from Gorm, in Morthal.	モーサルのゴルムからだ	skyrim_taiyaku_250627	reference	Reference FULL
It's good to meet you too, Cicero.	また会えて嬉しいよ、シセロ	skyrim_taiyaku_250627	reference	Reference FULL
It's important. Trust me. (Persuade)	重要な事なんだ。信用してほしい(説得)	skyrim_taiyaku_250627	reference	Reference FULL
It's in everyone's best interest if you return the amulet. (Persuade)	もしアミュレットを返せば、皆の利益になる(説得)	skyrim_taiyaku_250627	reference	Reference FULL
It's mine. Don't touch it.	触らないで	skyrim_taiyaku_250627	reference	Reference FULL
It's nice to meet you, Arnbjorn.	お会いできて光栄だ、アーンビョルン	skyrim_taiyaku_250627	reference	Reference FULL
It's nice to meet you, Babette.	お会いできて光栄だ、バベット	skyrim_taiyaku_250627	reference	Reference FULL
It's nice to meet you, Festus.	お会いできて光栄だ、フェスタス	skyrim_taiyaku_250627	reference	Reference FULL
It's nice to meet you, Gabriella.	お会いできて光栄だ、ガブリエラ	skyrim_taiyaku_250627	reference	Reference FULL
It's nice to meet you, Veezara.	お会いできて光栄だ、ヴィーザラ	skyrim_taiyaku_250627	reference	Reference FULL
It's not about Nocturnal. This is personal.	ノクターナルとは関係ない。個人的な問題だ	skyrim_taiyaku_250627	reference	Reference FULL
It's not for me. It's for Calcelmo.	自分じゃない。カルセルモの代理だ	skyrim_taiyaku_250627	reference	Reference FULL
It's not hopeless, Esbern. I'm Dragonborn.	エズバーン、希望はある。自分はドラゴンボーンだ	skyrim_taiyaku_250627	reference	Reference FULL
It's okay. Delphine sent me.	大丈夫だ。デルフィンに頼まれて来た	skyrim_taiyaku_250627	reference	Reference FULL
It's okay. I'll take the Lexicon.	分かった。辞典を持っていこう	skyrim_taiyaku_250627	reference	Reference FULL
It's only hopeless if we give up.	諦めなければ希望は残る	skyrim_taiyaku_250627	reference	Reference FULL
It's out of my hands.	こちらの手に余るな	skyrim_taiyaku_250627	reference	Reference FULL
It's over.	これで終わりだ	skyrim_taiyaku_250627	reference	Reference FULL
It's quite the tale.	話せば長くなる	skyrim_taiyaku_250627	reference	Reference FULL
It's something they took from Fjotli, I assume.	それは奴らがフョトリから奪った物か？	skyrim_taiyaku_250627	reference	Reference FULL
It's that odd jester, Cicero. The one with the wagon...	老いたピエロのシセロだ。荷馬車のところにいる…	skyrim_taiyaku_250627	reference	Reference FULL
It's the only way to find Alduin before it's too late.	手遅れになる前にアルドゥインを探すには、それが唯一の手段なんだ	skyrim_taiyaku_250627	reference	Reference FULL
It's the only way to stop the dragon attacks.	ドラゴンの攻撃を止めるにはそれしかないからだ	skyrim_taiyaku_250627	reference	Reference FULL
It's time for us to part ways.	ここで別れよう	skyrim_taiyaku_250627	reference	Reference FULL
It's time for you to go back home, dog.	飼い主のところに戻りな	skyrim_taiyaku_250627	reference	Reference FULL
It's true. He told me.	本当だ。彼がそう言った	skyrim_taiyaku_250627	reference	Reference FULL
It's true. The Night Mother spoke to me. She said I was "the one."	本当だ。夜母に話しかけられて、“選ばれし者”と呼ばれた	skyrim_taiyaku_250627	reference	Reference FULL
It's your funeral.	どうなっても知らないぞ	skyrim_taiyaku_250627	reference	Reference FULL
Item	-->アイテム -->	skyrim_taiyaku_250627	reference	Reference FULL
Item Fade	アイテムの表示範囲	skyrim_taiyaku_250627	reference	Reference FULL
Item(s) added.	アイテムを追加しました。	skyrim_taiyaku_250627	reference	Reference FULL
Items can be stored safely in any containers in your own home. But items kept in any other containers may not be there later when you go to retrieve them...	自宅にある容器ならどれでも物を無事にしまっておけるが、それ以外の容器に入れたアイテムは後で戻った時、そこにある保証はない。	skyrim_taiyaku_250627	reference	Reference FULL
Itinerant Lumberjack	渡りの木こり	skyrim_taiyaku_250627	reference	Reference FULL
Ivarstead	イヴァルステッド	skyrim_taiyaku_250627	reference	Reference FULL
Ivarstead Fellstar Farm	イヴァルステッド・フェルスター農場	skyrim_taiyaku_250627	reference	Reference FULL
Ivarstead Guard	イヴァルステッドの衛兵	skyrim_taiyaku_250627	reference	Reference FULL
Ivarstead Klimmek's House	イヴァルステッド・クリメクの家	skyrim_taiyaku_250627	reference	Reference FULL
Ivarstead Scripted Scene Bridge	イヴァルステッド、スクリプト・シーン橋	skyrim_taiyaku_250627	reference	Reference FULL
Ivarstead Vilemyr Inn	宿屋「イヴァルステッド・ヴァイルマイヤー」	skyrim_taiyaku_250627	reference	Reference FULL
Ivory Dragon Claw	アイボリー・ドラゴンの爪	skyrim_taiyaku_250627	reference	Reference FULL
J'Kier	ジェキール	skyrim_taiyaku_250627	reference	Reference FULL
J'darr	ジダール	skyrim_taiyaku_250627	reference	Reference FULL
J'datharr	ジダサール	skyrim_taiyaku_250627	reference	Reference FULL
J'datharr's Note	ジダサールのメモ	skyrim_taiyaku_250627	reference	Reference FULL
J'zargo	ジェイ・ザルゴ	skyrim_taiyaku_250627	reference	Reference FULL
J'zargo's Experiment	ジェイ・ザルゴの実験	skyrim_taiyaku_250627	reference	Reference FULL
J'zargo's Flame Cloak	ジェイ・ザルゴの火炎マント	skyrim_taiyaku_250627	reference	Reference FULL
J'zargo's Flame Cloak Scroll	ジェイ・ザルゴの炎のマントの巻物	skyrim_taiyaku_250627	reference	Reference FULL
J'zhar	ジェイ・ザール	skyrim_taiyaku_250627	reference	Reference FULL
J'zhar's Journal	ジェイ・ザールの日記	skyrim_taiyaku_250627	reference	Reference FULL
J'zhar's Pack	ジェイ・ザールの包み	skyrim_taiyaku_250627	reference	Reference FULL
JEWELRY	宝飾品	skyrim_taiyaku_250627	reference	Reference FULL
Jade and Emerald Circlet	ヒスイとエメラルドのサークレット	skyrim_taiyaku_250627	reference	Reference FULL
Jade and Sapphire Circlet	ヒスイとサファイアのサークレット	skyrim_taiyaku_250627	reference	Reference FULL
Jagged Crown	尖った王冠	skyrim_taiyaku_250627	reference	Reference FULL
Jail	監獄	skyrim_taiyaku_250627	reference	Reference FULL
Jail Door	監獄の扉	skyrim_taiyaku_250627	reference	Reference FULL
Jailbreaking? What's that?	監獄破り？	skyrim_taiyaku_250627	reference	Reference FULL
Jailor	看守	skyrim_taiyaku_250627	reference	Reference FULL
Jala	ジャラ	skyrim_taiyaku_250627	reference	Reference FULL
Jala's House	ジャラの家	skyrim_taiyaku_250627	reference	Reference FULL
Japhet	ジャフェット	skyrim_taiyaku_250627	reference	Reference FULL
Japhet's Folly	ジャフェット・フォリー	skyrim_taiyaku_250627	reference	Reference FULL
Japhet's Folly Key	ジャフェット・フォリーの鍵	skyrim_taiyaku_250627	reference	Reference FULL
Japhet's Folly Towers	ジャフェット・フォリー・タワー	skyrim_taiyaku_250627	reference	Reference FULL
Japhet's Journal	ジャフェットの日記	skyrim_taiyaku_250627	reference	Reference FULL
Jaree	ジャリー	skyrim_taiyaku_250627	reference	Reference FULL
Jaree's Key	ジャリーの鍵	skyrim_taiyaku_250627	reference	Reference FULL
Jaree–Ra	ジャリー・ラ	skyrim_taiyaku_250627	reference	Reference FULL
Jaree–Ra is dead.	ジャリー・ラは死んだ	skyrim_taiyaku_250627	reference	Reference FULL
Jarl <Alias.ShortName=Jarl> won't help me while the war rages.	戦争が起こっている間、首長の <Alias.ShortName=Jarl> は助けてくれないだろう	skyrim_taiyaku_250627	reference	Reference FULL
Jarl <BaseName>	首長 <BaseName>	skyrim_taiyaku_250627	reference	Reference FULL
Jarl Elisif, it's a pleasure to see you again.	エリシフ首長、またお会いできて光栄だ	skyrim_taiyaku_250627	reference	Reference FULL
Jarl Ulfric Stormcloak asked me to deliver this axe to you.	ウルフリック・ストームクローク首長から、この斧を届けるよう頼まれた	skyrim_taiyaku_250627	reference	Reference FULL
Jarl's Longhouse	首長の長屋	skyrim_taiyaku_250627	reference	Reference FULL
Jarrin Root	ジャリンの根	skyrim_taiyaku_250627	reference	Reference FULL
Jaw Forward	顎の位置	skyrim_taiyaku_250627	reference	Reference FULL
Jaw Height	顎の高さ	skyrim_taiyaku_250627	reference	Reference FULL
Jaw Width	顎の幅	skyrim_taiyaku_250627	reference	Reference FULL
Jawanan	ジャワナン	skyrim_taiyaku_250627	reference	Reference FULL
Jazbay	ジャズベイ	skyrim_taiyaku_250627	reference	Reference FULL
Jazbay Grapes	ジャズベイ・ブドウ	skyrim_taiyaku_250627	reference	Reference FULL
Jenassa	ジェナッサ	skyrim_taiyaku_250627	reference	Reference FULL
Jenssen	イェンセン	skyrim_taiyaku_250627	reference	Reference FULL
Jervar	ジェルバル	skyrim_taiyaku_250627	reference	Reference FULL
Jesper	ジェスパー	skyrim_taiyaku_250627	reference	Reference FULL
Jester's Boots	道化師のブーツ	skyrim_taiyaku_250627	reference	Reference FULL
Jester's Clothes	道化師の服	skyrim_taiyaku_250627	reference	Reference FULL
Jester's Day	道化の日	skyrim_taiyaku_250627	reference	Reference FULL
Jester's Gloves	道化師の手袋	skyrim_taiyaku_250627	reference	Reference FULL
Jester's Hat	道化師の帽子	skyrim_taiyaku_250627	reference	Reference FULL
Jeweled Amulet	玉石のアミュレット	skyrim_taiyaku_250627	reference	Reference FULL
Jeweled Candlestick	玉石の燭台	skyrim_taiyaku_250627	reference	Reference FULL
Jeweled Flagon	玉石のフラゴン	skyrim_taiyaku_250627	reference	Reference FULL
Jeweled Goblet	玉石のゴブレット	skyrim_taiyaku_250627	reference	Reference FULL
Jeweled Pitcher	玉石のピッチャー	skyrim_taiyaku_250627	reference	Reference FULL
Jeweler	宝石商	skyrim_taiyaku_250627	reference	Reference FULL
Job's done, Brynjolf.	ブリニョルフ、仕事は終わった	skyrim_taiyaku_250627	reference	Reference FULL
Job's finished.	仕事が完了した	skyrim_taiyaku_250627	reference	Reference FULL
Job's finished. Here's the information you requested.	仕事は終わった。これが要求された情報だ	skyrim_taiyaku_250627	reference	Reference FULL
Jod	ジョッド	skyrim_taiyaku_250627	reference	Reference FULL
Jofthor	ジョフサー	skyrim_taiyaku_250627	reference	Reference FULL
Join Barbas outside Haemar's Shame	ハエマールの不名誉の外でバルバスに合流する	skyrim_taiyaku_250627	reference	Reference FULL
Join Barbas outside Rimerock Burrow	ライムロック窟の外でバルバスと合流する	skyrim_taiyaku_250627	reference	Reference FULL
